flt_no,flt_date,original_ab_price,original_bc_price,original_ac_price,original_ab_revenue,original_bc_revenue,original_ac_revenue,original_total_revenue,optimal_ab_price,optimal_bc_price,optimal_ac_price,predicted_ab_pax,predicted_bc_pax,predicted_ac_pax,allocated_ab_seats,allocated_bc_seats,allocated_ac_seats,expected_revenue,revenue_improvement,revenue_improvement_amount
0u7YKRYVP50=,2024-06-01,367.7719298245614,313.83870967741933,434.22222222222223,41926.0,38916.0,7816.0,88658.0,1423,1692,2290,112,125,38,126,126,38,457896,416.47454262446706,369238.0
DvkpSs52kss=,2024-06-26,975.15,358.0919540229885,1396.281690140845,97515.0,31154.0,99136.0,227805.0,1579,2003,2444,89,87,17,148,148,28,356340,56.42325673273194,128535.0
A1U3vr3qk/M=,2024-06-23,375.5327102803738,570.6190476190476,838.188679245283,40182.0,47932.0,44424.0,132538.0,1013,811,1214,94,71,27,132,132,38,185581,40.02097511657034,53043.0
3rm6IX1Nz8w=,2024-06-29,854.6078431372549,701.1058823529412,856.5116279069767,87170.0,59594.0,36830.0,183594.0,1449,1334,2135,97,98,26,125,125,33,326795,77.99873634214626,143201.0
ALW8uv5kavM=,2024-06-17,588.9280575539568,1562.917808219178,2390.5333333333333,81861.0,228186.0,71716.0,381763.0,992,2037,3023,136,121,26,154,154,30,459987,20.49019941691573,78224.0
Mlr18d03KwU=,2024-06-23,803.3523809523809,423.09090909090907,690.0,84352.0,46540.0,26220.0,157112.0,1822,1027,3117,108,94,15,149,149,21,340069,116.45004837313509,182957.0
tfaNOQ951e8=,2024-06-26,599.8571428571429,731.5113636363636,1059.1538461538462,41990.0,64373.0,68845.0,175208.0,1134,1445,2039,107,104,50,120,120,56,373568,113.21400849276289,198360.0
A4W0xU8nKQs=,2024-06-08,596.551724137931,941.75,662.2526315789473,34600.0,60272.0,62914.0,157786.0,1296,1511,1895,111,108,49,121,121,53,399899,153.44390503593473,242113.0
ta40qTN7FPw=,2024-06-16,506.1855670103093,427.7959183673469,720.7352941176471,49100.0,41924.0,49010.0,140034.0,1108,921,1956,71,85,79,90,90,84,311477,122.42955282288588,171443.0
10FYcO7sdNQ=,2024-06-17,495.48571428571427,571.4615384615385,619.9019607843137,34684.0,29716.0,63230.0,127630.0,1158,1043,1527,72,43,80,83,83,93,250385,96.18036511791898,122755.0
TteXIliXCb4=,2024-06-29,656.5254237288135,458.1818181818182,773.8311688311688,38735.0,15120.0,59585.0,113440.0,1116,725,1338,97,106,26,127,127,31,219890,93.83815232722144,106450.0
YyySYAi/0Iw=,2024-06-21,668.125,716.8571428571429,510.9375,10690.0,25090.0,49050.0,84830.0,861,970,1532,29,41,40,68,68,66,126019,48.55475657196747,41189.0
9B9rmaW/xIQ=,2024-06-26,1171.5185185185185,870.5771812080537,1408.1666666666667,126524.0,129716.0,16898.0,273138.0,1474,1444,1594,97,110,47,125,125,54,376736,37.92881254164561,103598.0
2UYiIH+LB7o=,2024-06-19,398.7157894736842,590.0097087378641,795.7884615384615,37878.0,60771.0,41381.0,140030.0,915,1456,1833,101,98,24,137,137,33,279095,99.31086195815182,139065.0
1CvLLY3aSAs=,2024-06-21,739.457627118644,557.1413043478261,701.0909090909091,43628.0,51257.0,61696.0,156581.0,1881,1662,2708,147,144,30,161,161,33,597075,281.3202112644574,440494.0
NquF5n1tHIc=,2024-06-18,721.5865384615385,517.8947368421053,1047.878787878788,75045.0,59040.0,34580.0,168665.0,1781,1153,1991,103,106,25,128,128,30,355436,110.7348886846708,186771.0
gXkvr7EBZNk=,2024-06-28,1514.0183486238532,600.4107142857143,1381.1836734693877,165028.0,67246.0,67678.0,299952.0,2365,899,2798,102,124,8,154,154,10,375090,25.050008001280204,75138.0
HN2H5A6u/F8=,2024-06-14,745.9722222222222,726.1904761904761,1320.0,26855.0,15250.0,6600.0,48705.0,1215,1648,2691,82,96,25,130,130,34,325113,567.5146288882045,276408.0
m8fnBdP0wzU=,2024-06-27,490.984126984127,584.3673469387755,458.12820512820514,30932.0,57268.0,35734.0,123934.0,730,1139,1481,73,81,74,99,99,90,255143,105.87005987057627,131209.0
TBvHaAjQrnA=,2024-06-03,410.0,574.0,315.1829268292683,820.0,1722.0,25845.0,28387.0,782,1110,1362,13,10,65,16,16,79,109796,286.7826822136894,81409.0
xdyuqKJj+14=,2024-06-29,986.8817204301076,458.1188118811881,918.0769230769232,91780.0,46270.0,71610.0,209660.0,1620,1045,1625,73,74,74,94,94,95,315840,50.6438996470476,106180.0
61F6v8tQVMk=,2024-06-14,597.9934640522875,517.1324503311258,631.2857142857143,91493.0,78087.0,17676.0,187256.0,990,1013,1758,148,142,23,159,159,25,330800,76.65655573119152,143544.0
xmViZT05o6Q=,2024-06-28,354.49038461538464,1188.1068702290077,1504.0,36867.0,155642.0,4512.0,197021.0,744,1913,2178,105,109,0,158,158,0,286637,45.48550662112161,89616.0
f7roKqQuEFc=,2024-06-19,478.12,619.75,874.5428571428571,47812.0,54538.0,30609.0,132959.0,1394,961,1498,116,76,16,139,139,19,258708,94.57727570153205,125749.0
iH+kUxmgzT8=,2024-06-29,1476.140350877193,457.32,1410.3859649122808,84140.0,22866.0,80392.0,187398.0,2261,972,2414,61,62,0,132,132,0,198185,5.756198038399556,10787.0
F5jKeLHz74o=,2024-06-10,986.4772727272727,850.1071428571429,1647.28,43405.0,47606.0,123546.0,214557.0,2246,1667,2960,86,81,32,111,111,41,422903,97.10519815247231,208346.0
oep3yfB71qY=,2024-06-25,698.1016949152543,1014.2096774193548,576.719298245614,41188.0,62881.0,65746.0,169815.0,1212,1704,1995,71,49,45,113,113,72,259323,52.7091246356329,89508.0
iu64OQUXh10=,2024-06-19,551.984496124031,380.50344827586207,743.8888888888889,71206.0,55173.0,20085.0,146464.0,1336,958,1395,119,120,14,158,158,18,293474,100.37278785230501,147010.0
7VpDCJuWZhk=,2024-06-21,945.2666666666668,587.7567567567568,1317.7142857142858,113432.0,65241.0,46120.0,224793.0,1619,1238,1987,126,94,18,154,154,22,356132,58.426641398975946,131339.0
7835DMxOI+U=,2024-06-27,337.5833333333333,564.7818181818182,931.12,48612.0,62126.0,23278.0,134016.0,779,1486,1743,112,116,23,144,144,28,299713,123.63971466093602,165697.0
mj9K+kFH1Iw=,2024-06-24,904.252427184466,679.0679611650486,1475.7974683544303,93138.0,69944.0,116588.0,279670.0,2698,1086,2798,103,76,0,186,186,0,360430,28.876890621089142,80760.0
RFLAGg7xy+4=,2024-06-21,486.6302521008403,1069.0444444444445,1865.5,57909.0,144321.0,26117.0,228347.0,1028,1562,2021,126,120,0,158,158,0,316968,38.80979386635253,88621.0
2qDC6J1StAg=,2024-06-13,433.6418918918919,338.17241379310343,688.0285714285715,64179.0,49035.0,24081.0,137295.0,1008,980,1230,130,142,21,160,160,24,296030,115.61600932299064,158735.0
byvgBTk14A0=,2024-06-17,518.6538461538462,1066.3953488372092,835.1388888888889,53940.0,91710.0,60130.0,205780.0,1256,1488,1625,104,97,65,111,111,69,380585,84.94751676547769,174805.0
fJrr/yQwKb4=,2024-06-17,782.6433566433567,510.1438848920863,1165.0,111918.0,70910.0,20970.0,203798.0,1794,1036,3229,131,146,6,169,169,7,405644,99.04218883404155,201846.0
5p3kbK9yV9k=,2024-06-12,343.7096774193548,295.3191489361702,510.43859649122805,21310.0,13880.0,58190.0,93380.0,726,843,1625,69,57,64,93,93,87,202145,116.47569072606554,108765.0
mgkE58TWDz0=,2024-06-26,437.1666666666667,530.6581196581196,787.2,44591.0,62087.0,31488.0,138166.0,977,876,1345,104,131,42,114,114,42,257962,86.70439905620775,119796.0
ndNAF5KXPXQ=,2024-06-24,696.7123287671233,367.4025974025974,626.6666666666666,50860.0,28290.0,39480.0,118630.0,1855,817,2294,64,80,47,103,103,61,291898,146.05748967377562,173268.0
U3AUvosq/HI=,2024-06-24,470.6666666666667,656.4943820224719,586.4827586206897,36712.0,58428.0,34016.0,129156.0,1395,1486,1743,100,120,32,129,129,35,373596,189.25950013936634,244440.0
CkV89b8xPXw=,2024-06-25,788.1081081081081,930.8333333333334,1077.697841726619,29160.0,44680.0,149800.0,223640.0,1500,1668,2449,56,51,74,81,81,108,350294,56.632981577535325,126654.0
Kt4ieKAZqbs=,2024-06-11,586.96,499.8666666666667,678.875,44022.0,37490.0,65172.0,146684.0,1589,1148,2317,64,86,78,96,96,88,381150,159.84429112923019,234466.0
5OoYixRFr/M=,2024-06-07,455.8235294117647,813.8051948051948,708.2142857142857,23247.0,62663.0,19830.0,105740.0,1174,1541,2035,43,72,28,88,88,34,218414,106.55759409873274,112674.0
iJMtHZVkQE8=,2024-06-04,491.08527131782944,538.234375,845.1666666666666,63350.0,68894.0,25355.0,157599.0,1247,990,1837,117,122,54,122,122,54,365877,132.15692992975843,208278.0
Sxo+b4ZaejU=,2024-06-05,428.1612903225806,725.48322147651,968.0,66365.0,108097.0,4840.0,179302.0,642,1613,2314,123,127,41,133,133,43,378691,111.20288674972952,199389.0
w0ig6LUIXhU=,2024-06-20,470.6851851851851,1766.419642857143,1858.4117647058824,50834.0,197839.0,94779.0,343452.0,1260,2437,3289,116,104,30,140,140,36,498278,45.079370625298445,154826.0
ldgT4qvFdKU=,2024-06-14,631.9756097560976,859.6071428571429,601.8571428571429,25911.0,24069.0,25278.0,75258.0,1106,1140,1566,75,42,56,72,72,56,215208,185.9602965797656,139950.0
t4zHb/At+3E=,2024-06-11,475.0,,659.7916666666666,2375.0,0.0,31670.0,34045.0,366,1221,1295,10,13,31,26,26,63,59678,75.29152592157439,25633.0
6rAF8OWmwaA=,2024-06-27,743.046875,279.7701149425287,467.77777777777777,95110.0,24340.0,21050.0,140500.0,1045,910,1107,84,56,24,143,143,41,165308,17.65693950177936,24808.0
GDR9Aed7Ikw=,2024-06-14,392.1794871794872,690.4081632653061,338.9830508474576,15295.0,33830.0,40000.0,89125.0,781,1289,1465,61,73,82,85,85,95,261868,193.8210378681627,172743.0
4XwvIBtqZPw=,2024-06-08,447.0217391304348,513.0629921259842,836.5,61689.0,65159.0,15057.0,141905.0,1342,1195,1595,128,120,2,167,167,3,318366,124.35150276593497,176461.0
Kc55TiNyOUA=,2024-06-10,581.8181818181819,725.6666666666666,1433.421052631579,38400.0,63133.0,54470.0,156003.0,1432,1362,2151,108,100,24,129,129,29,342480,119.53423972615911,186477.0
/GcoI/OYXZk=,2024-06-24,1376.0526315789473,288.46153846153845,1209.48623853211,52290.0,7500.0,131834.0,191624.0,951,571,2093,31,37,82,55,55,121,222234,15.973990731849872,30610.0
sqREsHZ3uaM=,2024-06-19,382.4732142857143,1091.0642201834862,769.1489361702128,42837.0,118926.0,36150.0,197913.0,1271,1563,2365,104,107,44,125,125,51,403485,103.86988222097588,205572.0
QG2DG350pQ0=,2024-06-20,529.9324324324324,487.75384615384615,510.8125,39215.0,31704.0,24519.0,95438.0,1150,1043,1171,93,86,35,93,93,35,237633,148.99201575892204,142195.0
2d7X6jaH0s8=,2024-06-30,2242.917808219178,676.0172413793103,1727.111111111111,491199.0,78418.0,31088.0,600705.0,2928,1260,3421,181,113,18,242,242,24,733926,22.17744150623018,133221.0
/SxHV6tIKI4=,2024-06-24,982.7131782945736,420.2962962962963,2057.6923076923076,126770.0,56740.0,133750.0,317260.0,1579,1635,2365,128,142,47,158,158,52,545437,71.92113723759692,228177.0
EZWs5KeXZ4g=,2024-06-18,818.5849056603773,504.82758620689657,667.4939759036145,43385.0,29280.0,55402.0,128067.0,1716,1238,2268,60,59,42,104,104,72,271258,111.80944349442088,143191.0
L8obeiMbseY=,2024-06-29,379.1904761904762,276.0,453.7887323943662,39815.0,9660.0,32219.0,81694.0,880,641,969,70,58,81,88,88,101,177267,116.98900776066785,95573.0
VKUogFpofyk=,2024-06-11,481.4878048780488,733.8988764044943,795.8461538461538,39482.0,65317.0,41384.0,146183.0,1200,1171,1660,107,108,53,107,107,51,338357,131.4612506242176,192174.0
s9XO0LALwmQ=,2024-06-21,606.2857142857143,442.4193548387097,710.2692307692307,33952.0,27430.0,36934.0,98316.0,1374,961,1544,75,79,36,95,95,43,234553,138.5705276862362,136237.0
A4tgQv5cqkc=,2024-06-29,503.57142857142856,580.7307692307693,598.0446428571429,7050.0,30198.0,66981.0,104229.0,899,776,2052,46,53,86,65,65,105,258954,148.44716921394237,154725.0
c8bCLNCg65w=,2024-06-22,429.6296296296296,912.6771653543308,410.8333333333333,34800.0,115910.0,9860.0,160570.0,799,1210,1435,108,112,36,120,120,38,273472,70.31325901475992,112902.0
b+ZrZfg+YD0=,2024-06-25,379.0344827586207,471.9166666666667,610.8510638297872,32976.0,28315.0,28710.0,90001.0,961,892,1925,61,49,82,75,75,101,260179,189.08456572704748,170178.0
5OoYixRFr/M=,2024-06-28,484.265625,879.6506024096385,929.1944444444443,30993.0,73011.0,33451.0,137455.0,1174,1541,1665,65,84,25,94,94,28,247379,79.97089956713106,109924.0
w4RwGzfiuco=,2024-06-28,348.2121212121212,317.53846153846155,391.95238095238096,22982.0,20640.0,32924.0,76546.0,635,757,1272,115,69,65,115,115,65,207938,171.65103336555796,131392.0
7EVL1z2EMes=,2024-06-27,1569.3082191780825,596.8453608247422,1928.34375,229119.0,57894.0,61707.0,348720.0,1955,1348,2555,140,114,28,152,152,30,498912,43.06951135581556,150192.0
tQiQ2flLO3A=,2024-06-16,552.2,411.8285714285714,906.0714285714286,52459.0,28828.0,50740.0,132027.0,1028,944,1468,110,116,79,110,110,48,287384,117.67062797761064,155357.0
Xhiy4It0uX0=,2024-06-18,937.5352112676056,740.1386861313869,1147.972972972973,133130.0,101399.0,84950.0,319479.0,1827,1867,2474,137,164,17,199,199,21,598545,87.35034227601814,279066.0
gXkvr7EBZNk=,2024-06-10,1108.478723404255,613.7142857142857,1117.25,104197.0,68736.0,40221.0,213154.0,2365,899,2798,104,128,26,148,148,30,433780,103.50544676618783,220626.0
HTphG+i+Oxw=,2024-06-24,525.6944444444445,271.27450980392155,433.0373831775701,18925.0,13835.0,46335.0,79095.0,907,486,1293,49,27,78,66,66,106,158419,100.28952525444086,79324.0
fqUzlFl9peQ=,2024-06-24,248.5,633.4583333333334,641.4237288135594,16401.0,60812.0,37844.0,115057.0,635,1171,1207,73,77,31,113,113,45,173939,51.17637344968146,58882.0
R7XxH9lOyBk=,2024-06-19,693.4651162790698,403.4651162790698,636.7586206896551,89457.0,52047.0,18466.0,159970.0,1199,1009,1495,125,115,30,137,137,33,310760,94.2614240170032,150790.0
Y3QAXJFpuNI=,2024-06-11,618.4821428571429,466.68333333333334,720.0,69270.0,56002.0,24480.0,149752.0,1514,824,1665,104,115,3,154,154,4,257211,71.75797318232812,107459.0
fo90GhP+7l0=,2024-06-22,328.13953488372096,555.6923076923077,545.969696969697,14110.0,65016.0,36034.0,115160.0,527,1821,1956,42,76,60,117,117,93,277890,141.30774574505037,162730.0
uNWYEmhLIzs=,2024-06-16,585.4029850746268,675.0909090909091,706.5168539325842,39222.0,44556.0,62880.0,146658.0,894,1080,1610,93,92,66,102,102,72,288762,96.8948165118848,142104.0
Zpahm4/WAX0=,2024-06-17,436.4558823529411,892.9583333333334,1046.4871794871794,59358.0,107155.0,40813.0,207326.0,1391,1895,2104,109,103,38,145,145,50,426756,105.83814861618899,219430.0
Cy5tMNyU+jo=,2024-06-02,400.9633027522936,266.54918032786884,718.9285714285714,43705.0,32519.0,30195.0,106419.0,1305,1471,1764,120,108,37,135,135,41,380736,257.7706988413723,274317.0
YFcTNtziW50=,2024-06-13,315.52777777777777,572.9354838709677,514.3684210526316,22718.0,35522.0,39092.0,97332.0,851,932,1221,88,94,23,137,137,33,190579,95.80302469896847,93247.0
EfHDUki8wXM=,2024-06-30,667.1818181818181,828.9473684210526,512.1034482758621,44034.0,31500.0,44553.0,120087.0,974,1699,1765,85,82,50,111,111,65,310358,158.44429455311567,190271.0
+zKn+TOYt1k=,2024-06-10,505.93706293706293,472.92561983471074,431.3684210526315,72349.0,57224.0,16392.0,145965.0,1106,1471,1619,130,119,35,145,145,39,375494,157.2493405953482,229529.0
ySSsfyyIJmo=,2024-06-24,252.0857142857143,855.5,741.3684210526316,26469.0,83839.0,28172.0,138480.0,772,1581,2233,70,87,37,111,111,47,274208,98.01270941652224,135728.0
2p33m5MTvw4=,2024-06-07,562.0666666666667,472.3333333333333,735.0,75879.0,56680.0,16170.0,148729.0,1245,742,1469,107,88,25,143,143,33,235236,58.16417779989108,86507.0
fI03rQy/F0E=,2024-06-18,626.5441176470588,354.84615384615387,972.3076923076924,85210.0,46130.0,37920.0,169260.0,1353,996,1663,118,123,50,128,128,52,365312,115.8289022805152,196052.0
BIjAZRtVZ+0=,2024-06-05,389.77777777777777,246.11214953271028,503.0921052631579,38588.0,26334.0,38235.0,103157.0,1054,937,1250,81,75,62,104,104,80,233149,126.0137460375932,129992.0
Mb3EpRyO/vg=,2024-06-05,615.0,881.2844036697247,519.7297297297297,50430.0,96060.0,19230.0,165720.0,1809,1545,2639,67,78,15,127,127,25,281298,69.74293989862419,115578.0
cM0neiglvBo=,2024-06-20,426.6533333333333,365.9189189189189,850.0,63998.0,54156.0,13600.0,131754.0,896,1235,1322,150,148,0,170,170,0,317180,140.73652412829972,185426.0
uNJeQ8LDNyc=,2024-06-24,407.8648648648648,539.6402877697842,797.2727272727273,45273.0,75010.0,17540.0,137823.0,818,1133,1626,125,120,53,123,123,53,322752,134.17862040443177,184929.0
k9vZAROx2es=,2024-06-07,771.031914893617,355.04938271604937,839.3055555555555,72477.0,28759.0,30215.0,131451.0,1550,905,1655,99,112,0,134,134,0,254810,93.84409399700269,123359.0
Bzhh8mtHtRU=,2024-06-04,937.8333333333334,795.626168224299,1829.0588235294117,50643.0,85132.0,31094.0,166869.0,1537,1486,1733,24,70,28,91,91,37,189432,13.521385038563185,22563.0
pL7/ns9F4Gs=,2024-06-01,489.63963963963965,724.3675213675214,1063.842105263158,54350.0,84751.0,40426.0,179527.0,1200,1757,2104,101,85,18,137,137,25,308417,71.79421479777415,128890.0
wmCEbtehek4=,2024-06-08,665.16,610.0,560.7168141592921,33258.0,14640.0,63361.0,111259.0,951,1094,1550,41,42,84,58,58,116,215139,93.36772755462479,103880.0
cZabAmK+rUU=,2024-06-09,560.1590909090909,337.17241379310343,649.5205479452055,49294.0,29334.0,47415.0,126043.0,1393,864,1544,100,121,55,121,121,55,328764,160.83479447490143,202721.0
yXRLQG6D6hI=,2024-06-28,364.43589743589746,150.0,370.0,14213.0,4650.0,1480.0,20343.0,596,181,643,35,8,28,49,49,40,40312,98.16152976453817,19969.0
Hjk5ul5OwzA=,2024-06-24,598.5042735042736,641.6285714285714,721.1111111111111,70025.0,67371.0,25960.0,163356.0,965,1048,1742,104,107,33,130,130,40,269982,65.2721663116139,106626.0
skaw9iZd6Ls=,2024-06-05,490.8,578.2083333333334,719.1262135922331,31902.0,27754.0,74070.0,133726.0,1201,1136,2223,61,40,57,90,90,84,245412,83.51853790586722,111686.0
zG+xOZ3SSA4=,2024-06-13,677.6868686868687,1083.2948717948718,1156.0,67091.0,168994.0,6936.0,243021.0,1372,2332,3450,96,100,2,161,161,3,371812,52.99583163594915,128791.0
40euBsNAxSg=,2024-06-27,1550.3684210526317,475.9516129032258,1613.5365853658536,147285.0,59018.0,66155.0,272458.0,2444,1282,3259,131,111,7,167,167,9,485279,78.11148874321914,212821.0
x1kmucF6+XE=,2024-06-04,351.5049504950495,363.6517857142857,528.53125,35502.0,40729.0,16913.0,93144.0,777,1284,2030,88,85,47,103,103,55,272926,193.01511637894012,179782.0
yXRLQG6D6hI=,2024-06-13,395.88235294117646,153.23529411764707,397.0,20190.0,5210.0,3970.0,29370.0,596,181,643,42,11,30,52,52,37,46313,57.68811712631937,16943.0
T/6Wi47KSgk=,2024-06-27,1508.3620689655172,702.6576576576576,1195.8076923076924,174970.0,77995.0,31091.0,284056.0,1955,778,2346,94,111,16,138,138,20,307664,8.31103726025854,23608.0
Zdzst69JhpI=,2024-06-23,328.9761904761905,446.9886363636364,545.7361111111111,27634.0,39335.0,39293.0,106262.0,612,773,1254,104,104,36,126,126,44,189184,78.03542188176394,82922.0
A3MLIYIv0HI=,2024-06-09,449.0,722.0943396226415,712.3333333333334,4490.0,38271.0,10685.0,53446.0,806,1187,1303,64,50,0,90,90,0,110934,107.56277364068406,57488.0
wTb1c5TFCm0=,2024-06-23,482.1692307692307,681.2333333333333,280.0,31341.0,102185.0,3920.0,137446.0,927,1069,1237,115,112,16,155,155,21,246125,79.07032580067809,108679.0
ccssauVUuh8=,2024-06-20,331.94017094017096,450.3478260869565,848.08,38837.0,51790.0,42404.0,133031.0,978,1385,1523,147,138,27,155,155,29,376017,182.65366719035413,242986.0
4p2m8d5InTc=,2024-06-13,452.5869565217391,714.4563106796116,751.1643835616438,41638.0,73589.0,54835.0,170062.0,868,1445,1823,107,119,33,141,141,39,324990,91.1008926156343,154928.0
97RG6JG9M18=,2024-06-11,873.4495412844037,592.8333333333334,862.463768115942,95206.0,60469.0,59510.0,215185.0,1662,1168,1699,116,115,49,134,134,56,410363,90.70241884889747,195178.0
4/39kEsf9nQ=,2024-06-24,606.8067226890756,657.0872483221476,907.5,72210.0,97906.0,21780.0,191896.0,1064,1204,1275,146,154,28,152,152,28,374052,94.92433401425772,182156.0
Kz5ZMq1b97Y=,2024-06-11,373.421568627451,693.8493150684932,893.9615384615385,38089.0,50651.0,46486.0,135226.0,799,1462,1679,101,81,4,152,152,6,205837,52.21702926951918,70611.0
9LtyacKKL8k=,2024-06-23,748.8453608247422,962.8275862068964,1220.7333333333331,72638.0,83766.0,54933.0,211337.0,1074,1671,2002,101,83,16,136,136,22,279199,32.11079933944364,67862.0
wCP8wq0OqwQ=,2024-06-04,107.57575757575758,267.55263157894734,313.25,3550.0,10167.0,3759.0,17476.0,253,672,738,35,40,12,69,69,21,44591,155.1556420233463,27115.0
RWYb1+7vyms=,2024-06-17,831.7647058823529,358.3333333333333,602.5,28280.0,6450.0,31330.0,66060.0,1259,559,1423,44,38,31,53,53,37,120751,82.78988798062367,54691.0
itEcZvJKPt8=,2024-06-13,561.2962962962963,482.00892857142856,850.6862745098039,60620.0,53985.0,43385.0,157990.0,1837,1104,1871,109,115,25,145,145,31,373968,136.70358883473637,215978.0
/KrxMK18TcE=,2024-06-25,497.9352517985611,487.8918918918919,986.16,69213.0,54156.0,24654.0,148023.0,946,1304,1554,94,103,22,145,145,31,257424,73.90810887497213,109401.0
y64bcm3DjDk=,2024-06-18,366.3440860215054,551.1826923076923,948.7719298245614,34070.0,57323.0,54080.0,145473.0,1246,1482,1801,97,96,0,168,168,0,263134,80.8816756374035,117661.0
mswH+5tRFTw=,2024-06-10,630.4322033898305,336.17910447761193,765.75,74391.0,45048.0,3063.0,122502.0,1746,981,1807,99,121,64,102,102,64,388564,217.18992342982156,266062.0
BVKOQ2vZUGM=,2024-06-07,582.9090909090909,706.675,497.7464788732394,32060.0,56534.0,35340.0,123934.0,1215,2569,3388,77,66,18,128,128,30,324093,161.50451046524762,200159.0
iUSRyVsUBxQ=,2024-06-26,810.4347826086956,1030.3174603174602,1772.5,74560.0,64910.0,63810.0,203280.0,1447,2034,2948,88,80,11,117,117,15,322484,58.64029909484455,119204.0
fHXC8L6Bwew=,2024-06-19,752.8396946564885,373.3858267716536,836.7586206896551,98622.0,47420.0,24266.0,170308.0,1878,969,2365,113,120,26,141,141,31,389984,128.98748150409847,219676.0
J1ZU1+JbkPw=,2024-06-21,977.279411764706,700.1884057971015,857.2727272727273,66455.0,96626.0,18860.0,181941.0,3019,1031,3150,130,115,0,164,164,0,511035,180.87951588701833,329094.0
bXT9z2lg1lI=,2024-06-18,329.15,359.3196721311475,559.0,39498.0,43837.0,15652.0,98987.0,1166,980,1514,97,105,46,111,111,49,285646,188.56920605736107,186659.0
irJbJpwMjEQ=,2024-06-11,711.75,339.1904761904762,467.37704918032784,14235.0,7123.0,28510.0,49868.0,1053,568,1153,52,20,46,49,49,46,115995,132.60407475735943,66127.0
3+zxcjfmCPM=,2024-06-30,394.20454545454544,401.85833333333335,702.25,52035.0,48223.0,11236.0,111494.0,959,1008,1511,140,130,20,154,154,22,295520,165.05462177336898,184026.0
bCl4I3AtNhA=,2024-06-06,604.23,822.0909090909091,509.76,60423.0,72344.0,25488.0,158255.0,1622,1433,1947,88,107,14,140,140,18,323325,104.30634103187893,165070.0
kJZaLtxXyW8=,2024-06-24,1031.4130434782608,400.8152173913044,1114.642857142857,94890.0,36875.0,62420.0,194185.0,1897,912,2205,115,118,14,161,161,19,356641,83.66042691248037,162456.0
Ysk7bTesZRo=,2024-06-11,347.89285714285717,717.1007751937984,1458.3076923076924,29223.0,92506.0,37916.0,159645.0,1002,1715,2254,86,97,34,117,117,41,329163,106.18434651883868,169518.0
itVHhPGrA/8=,2024-06-26,448.53636363636366,756.1567164179105,969.391304347826,49339.0,101325.0,44592.0,195256.0,1422,1806,2108,124,118,15,178,178,22,421056,115.64305322243618,225800.0
3jJgQSacV54=,2024-06-04,434.1904761904762,364.2,551.152,9118.0,5463.0,68894.0,83475.0,981,1016,1185,57,41,54,81,81,77,161563,93.5465708295897,78088.0
jvLZ7UdhTZ8=,2024-06-02,427.40983606557376,397.0,399.08045977011494,26072.0,27393.0,34720.0,88185.0,1130,936,1480,57,59,74,73,73,91,229154,159.85598457787606,140969.0
xmViZT05o6Q=,2024-06-15,376.3307086614173,995.5205479452056,879.4,47794.0,145346.0,4397.0,197537.0,744,1913,2178,110,102,16,138,138,20,311814,57.850934255354694,114277.0
4vAUwNywfX4=,2024-06-15,627.5,336.155737704918,1791.92,82830.0,41011.0,44798.0,168639.0,2006,912,2337,129,121,14,159,159,17,401844,138.28651735363707,233205.0
SsH+4i8SP0w=,2024-06-17,322.7674418604651,683.8039215686274,612.6153846153846,27758.0,69748.0,39820.0,137326.0,866,1259,1684,102,85,53,115,115,59,284599,107.24334794576409,147273.0
9SaRFYJX0B0=,2024-06-29,695.6769230769231,627.6814814814815,1243.6666666666667,90438.0,84737.0,14924.0,190099.0,1359,1214,1598,116,111,0,158,158,0,292398,53.81353926112183,102299.0
RcKx5ecGN5I=,2024-06-28,399.02255639097746,443.6559139784946,712.0,53070.0,41260.0,14952.0,109282.0,834,852,1022,116,105,26,129,129,29,212776,94.70361084167567,103494.0
kvq0cDI/sWw=,2024-06-05,1139.2857142857142,246.26470588235293,982.0816326530612,111650.0,8373.0,48122.0,168145.0,2422,492,2618,121,45,27,155,155,34,385888,129.49716018912247,217743.0
L3rCsStn9/U=,2024-06-09,320.8918918918919,301.6,415.3414634146341,11873.0,7540.0,17029.0,36442.0,641,764,767,45,36,40,47,47,42,87029,138.8151034520608,50587.0
PmgEQJFbl3k=,2024-06-20,620.1630434782609,524.0285714285715,594.2407407407408,57055.0,55023.0,32089.0,144167.0,1113,955,1235,113,119,13,166,166,18,255469,77.20352091671464,111302.0
5WKuJPVdk80=,2024-06-11,415.625,779.1479289940828,,63175.0,131676.0,0.0,194851.0,1309,1342,1582,132,133,8,160,160,10,363930,86.77348332828674,169079.0
coegFyeCFXg=,2024-06-17,367.7916666666667,299.9148936170213,695.4285714285714,35308.0,28192.0,24340.0,87840.0,844,895,1309,104,89,45,110,110,48,226336,157.66848816029145,138496.0
NNwegTjnq9I=,2024-06-11,374.685534591195,670.4518072289156,495.75,59575.0,111295.0,1983.0,172853.0,814,895,905,118,111,15,160,160,20,208972,20.895790064389974,36119.0
OMy02S3gO2I=,2024-06-13,693.9342105263158,329.05982905982904,390.4313725490196,52739.0,38500.0,19912.0,111151.0,1050,725,1282,92,101,33,133,133,43,212131,90.8493850707596,100980.0
+vbIV5VunAs=,2024-06-21,434.4698795180723,569.8333333333334,1025.0,36061.0,88894.0,18450.0,143405.0,879,1817,2136,117,121,18,160,160,24,361148,151.83780202921795,217743.0
